target,source,flow,target_name,source_name,target_source
2904,630,148,"PORTLAND, OREGON",NETHERLANDS,2904-630
401,735,203.0,"BOSTON, MASSACHUSETTS",PORTUGAL,401-735
2004,550,413,"BATON ROUGE, LOUISIANA",LIBYA,2004-550
502,315,9.0,"PROVIDENCE, RHODE ISLAND",DENMARK,502-315
5301,125,483.0,"HOUSTON, TEXAS",ALGERIA,5301-125
5104,595,130,"CHRISTIANSTD, VIRGIN ISLANDS",MEXICO,5104-595
5203,634,22.0,"PT EVERGLADE, FLORIDA",KAZAKHSTAN,5203-634
1103,220,198.0,"WILMINGTON, DELAWARE",BRAZIL,1103-220
5104,830,270,"CHRISTIANSTD, VIRGIN ISLANDS",SPAIN,5104-830
3203,320,60.0,"KAHULUI, HAWAII",DOMINICAN REPUBLIC,3203-320
1001,805,572.0,"NEW YORK, NEW YORK",RUSSIA,1001-805
1803,190,225.0,"JACKSONVILLE, FLORIDA",BELGIUM,1803-190
1002,830,66.0,"ALBANY, NEW YORK",SPAIN,1002-830
1001,150,79.0,"NEW YORK, NEW YORK",ARGENTINA,1001-150
2811,580,1,"OAKLAND, CALIFORNIA",MALAYSIA,2811-580
5310,735,27,"GALVESTON, TEXAS",PORTUGAL,5310-735
5310,150,45,"GALVESTON, TEXAS",ARGENTINA,5310-150
3126,490,521.0,"ANCHORAGE, ALASKA",JAPAN,3126-490
2104,940,343,"BEAUMONT, TEXAS",VENEZUELA,2104-940
2104,220,526,"BEAUMONT, TEXAS",BRAZIL,2104-220
2101,150,134.0,"PORT ARTHUR, TEXAS",ARGENTINA,2101-150
1101,455,164,"PHILADELPHIA, PENNSYLVANIA",INDIA,1101-455
1003,580,520.0,"NEWARK, NEW JERSEY",MALAYSIA,1003-580
1105,190,232.0,"PAULSBORO, NEW JERSEY",BELGIUM,1105-190
1105,925,327.0,"PAULSBORO, NEW JERSEY",UNITED KINGDOM,1105-925
2809,862,108,"SANFRANCISCO, CALIFORNIA",TAIWAN,2809-862
3009,785,372,"SUMAS, WASHINGTON",SAUDI ARABIA,3009-785
5311,805,961.0,"FREEPORT, TEXAS",RUSSIA,5311-805
2017,630,82,"LAKE CHARLES, LOUISIANA",NETHERLANDS,2017-630
1105,630,76.0,"PAULSBORO, NEW JERSEY",NETHERLANDS,1105-630
2809,285,567,"SANFRANCISCO, CALIFORNIA",COLOMBIA,2809-285
2820,475,235.0,"MARTINEZ, CALIFORNIA",ISRAEL,2820-475
3201,545,1677.0,"HONOLU/PEARL, HAWAII",LIBERIA,3201-545
2010,150,1032.0,"GRAMERCY, LOUISIANA",ARGENTINA,2010-150
1003,787,84.0,"NEWARK, NEW JERSEY",SENEGAL,1003-787
5312,905,426.0,"CORPUS CHRIS, TEXAS",TURKEY,5312-905
2830,830,212,"CARQUINEZ ST, CALIFORNIA",SPAIN,2830-830
1801,260,130.0,"TAMPA, FLORIDA",CANADA,1801-260
5306,805,2819.0,"TEXAS CITY, TEXAS",RUSSIA,5306-805
2830,685,331.0,"CARQUINEZ ST, CALIFORNIA",NORWAY,2830-685
5306,670,936.0,"TEXAS CITY, TEXAS",NIGERIA,5306-670
5306,634,147,"TEXAS CITY, TEXAS",KAZAKHSTAN,5306-634
1816,480,319,"PT CANAVERAL, FLORIDA",ITALY,1816-480
412,905,160.0,"NEW HAVEN, CONNECTICUT",TURKEY,412-905
502,350,453.0,"PROVIDENCE, RHODE ISLAND",FRANCE,502-350
1003,905,326.0,"NEWARK, NEW JERSEY",TURKEY,1003-905
502,805,310.0,"PROVIDENCE, RHODE ISLAND",RUSSIA,502-805
502,850,36.0,"PROVIDENCE, RHODE ISLAND",SWEDEN,502-850
3005,490,70,"BELLINGHAM, WASHINGTON",JAPAN,3005-490
3005,145,951.0,"BELLINGHAM, WASHINGTON",ANGOLA,3005-145
2709,630,80,"LONG BEACH, CALIFORNIA",NETHERLANDS,2709-630
2812,670,2268.0,"RICHMOND, CALIFORNIA",NIGERIA,2812-670
1901,925,631.0,"MOBILE, ALABAMA",UNITED KINGDOM,1901-925
2812,260,160,"RICHMOND, CALIFORNIA",CANADA,2812-260
1903,257,681.0,"PASCAGOULA, MISSISSIPPI",CAMEROON,1903-257
5312,145,513,"CORPUS CHRIS, TEXAS",ANGOLA,5312-145
2017,670,943.0,"LAKE CHARLES, LOUISIANA",NIGERIA,2017-670
5201,805,117,"MIAMI, FLORIDA",RUSSIA,5201-805
101,805,467.0,"PORTLAND, MAINE",RUSSIA,101-805
412,805,1545.0,"NEW HAVEN, CONNECTICUT",RUSSIA,412-805
412,685,304.0,"NEW HAVEN, CONNECTICUT",NORWAY,412-685
101,685,106.0,"PORTLAND, MAINE",NORWAY,101-685
5201,595,681.0,"MIAMI, FLORIDA",MEXICO,5201-595
5201,634,35.0,"MIAMI, FLORIDA",KAZAKHSTAN,5201-634
101,480,52,"PORTLAND, MAINE",ITALY,101-480
412,480,77.0,"NEW HAVEN, CONNECTICUT",ITALY,412-480
5104,290,166,"CHRISTIANSTD, VIRGIN ISLANDS",CONGO (BRAZZAVILLE),5104-290
5201,285,107.0,"MIAMI, FLORIDA",COLOMBIA,5201-285
4906,125,174,"HUMACAO, PUERTO RICO",ALGERIA,4906-125
5201,260,132.0,"MIAMI, FLORIDA",CANADA,5201-260
1901,785,960.0,"MOBILE, ALABAMA",SAUDI ARABIA,1901-785
1102,550,2143.0,"CHESTER, PENNSYLVANIA",LIBYA,1102-550
1103,550,1757.0,"WILMINGTON, DELAWARE",LIBYA,1103-550
2104,145,947.0,"BEAUMONT, TEXAS",ANGOLA,2104-145
410,905,48,"BRIDGEPORT, CONNECTICUT",TURKEY,410-905
1003,634,697.0,"NEWARK, NEW JERSEY",KAZAKHSTAN,1003-634
1003,485,346.0,"NEWARK, NEW JERSEY",COTE D'IVOIRE (IVORY COAST),1003-485
3009,391,1301.0,"SUMAS, WASHINGTON",GHANA,3009-391
1003,391,3692.0,"NEWARK, NEW JERSEY",GHANA,1003-391
5311,260,5342.0,"FREEPORT, TEXAS",CANADA,5311-260
5301,887,847.0,"HOUSTON, TEXAS",TRINIDAD AND TOBAGO,5301-887
502,730,8,"PROVIDENCE, RHODE ISLAND",POLAND,502-730
2904,515,89.0,"PORTLAND, OREGON","KOREA, SOUTH",2904-515
3010,475,110,"ANACORTES, WASHINGTON",ISRAEL,3010-475
2812,435,29,"RICHMOND, CALIFORNIA",HONG KONG,2812-435
502,340,24,"PROVIDENCE, RHODE ISLAND",FINLAND,502-340
2002,325,189.0,"NEW ORLEANS, LOUISIANA",ECUADOR,2002-325
3406,260,21.0,"NORTHGATE, NORTH DAKOTA",CANADA,3406-260
4909,807,35.0,"SAN JUAN, PUERTO RICO",UKRAINE,4909-807
4909,181,320.0,"SAN JUAN, PUERTO RICO",BAHRAIN,4909-181
1003,809,621.0,"NEWARK, NEW JERSEY",BELARUS,1003-809
3002,490,88,"TACOMA, WASHINGTON",JAPAN,3002-490
3707,260,21,"SHEBOYGAN, WISCONSIN",CANADA,3707-260
5306,451,5,"TEXAS CITY, TEXAS",LITHUANIA,5306-451
2010,451,14.0,"GRAMERCY, LOUISIANA",LITHUANIA,2010-451
2830,634,216,"CARQUINEZ ST, CALIFORNIA",KAZAKHSTAN,2830-634
2830,480,126.0,"CARQUINEZ ST, CALIFORNIA",ITALY,2830-480
2101,922,386.0,"PORT ARTHUR, TEXAS",EGYPT,2101-922
2010,922,1507.0,"GRAMERCY, LOUISIANA",EGYPT,2010-922
5306,220,1013.0,"TEXAS CITY, TEXAS",BRAZIL,5306-220
1816,720,191.0,"PT CANAVERAL, FLORIDA",PERU,1816-720
1816,595,348.0,"PT CANAVERAL, FLORIDA",MEXICO,1816-595
5203,465,6,"PT EVERGLADE, FLORIDA",IRAQ,5203-465
1801,190,47.0,"TAMPA, FLORIDA",BELGIUM,1801-190
2820,670,2316.0,"MARTINEZ, CALIFORNIA",NIGERIA,2820-670
1003,451,924.0,"NEWARK, NEW JERSEY",LITHUANIA,1003-451
4909,830,293.0,"SAN JUAN, PUERTO RICO",SPAIN,4909-830
5301,807,22.0,"HOUSTON, TEXAS",UKRAINE,5301-807
4908,340,159.0,"PONCE, PUERTO RICO",FINLAND,4908-340
1303,905,32,"BALTIMORE, MARYLAND",TURKEY,1303-905
502,905,88,"PROVIDENCE, RHODE ISLAND",TURKEY,502-905
2002,905,330.0,"NEW ORLEANS, LOUISIANA",TURKEY,2002-905
1401,340,28,"NORFOLK, VIRGINIA",FINLAND,1401-340
1401,830,61.0,"NORFOLK, VIRGINIA",SPAIN,1401-830
1003,730,9.0,"NEWARK, NEW JERSEY",POLAND,1003-730
3005,220,1758.0,"BELLINGHAM, WASHINGTON",BRAZIL,3005-220
3005,805,4393.0,"BELLINGHAM, WASHINGTON",RUSSIA,3005-805
3005,670,1948.0,"BELLINGHAM, WASHINGTON",NIGERIA,3005-670
2711,795,156,"EL SEGUNDO, CALIFORNIA",SINGAPORE,2711-795
2812,550,207,"RICHMOND, CALIFORNIA",LIBYA,2812-550
2812,480,1087.0,"RICHMOND, CALIFORNIA",ITALY,2812-480
1903,905,358.0,"PASCAGOULA, MISSISSIPPI",TURKEY,1903-905
5312,150,1992.0,"CORPUS CHRIS, TEXAS",ARGENTINA,5312-150
1001,925,1008.0,"NEW YORK, NEW YORK",UNITED KINGDOM,1001-925
401,350,21.0,"BOSTON, MASSACHUSETTS",FRANCE,401-350
5301,275,1,"HOUSTON, TEXAS",CHILE,5301-275
401,190,182.0,"BOSTON, MASSACHUSETTS",BELGIUM,401-190
401,685,1,"BOSTON, MASSACHUSETTS",NORWAY,401-685
4908,290,165,"PONCE, PUERTO RICO",CONGO (BRAZZAVILLE),4908-290
1004,451,321,"PERTH AMBOY, NEW JERSEY",LITHUANIA,1004-451
1004,285,52,"PERTH AMBOY, NEW JERSEY",COLOMBIA,1004-285
1601,480,1,"CHARLESTON, SOUTH CAROLINA",ITALY,1601-480
2010,465,926.0,"GRAMERCY, LOUISIANA",IRAQ,2010-465
2001,220,23,"MORGAN CITY, LOUISIANA",BRAZIL,2001-220
3126,280,390.0,"ANCHORAGE, ALASKA",CHINA,3126-280
1102,290,447,"CHESTER, PENNSYLVANIA",CONGO (BRAZZAVILLE),1102-290
1103,290,450.0,"WILMINGTON, DELAWARE",CONGO (BRAZZAVILLE),1103-290
3901,190,2.0,"CHICAGO, ILLINOIS",BELGIUM,3901-190
1103,925,1845.0,"WILMINGTON, DELAWARE",UNITED KINGDOM,1103-925
5311,670,460.0,"FREEPORT, TEXAS",NIGERIA,5311-670
5311,325,708.0,"FREEPORT, TEXAS",ECUADOR,5311-325
2820,515,920.0,"MARTINEZ, CALIFORNIA","KOREA, SOUTH",2820-515
2004,285,200,"BATON ROUGE, LOUISIANA",COLOMBIA,2004-285
412,190,303.0,"NEW HAVEN, CONNECTICUT",BELGIUM,412-190
5301,180,396.0,"HOUSTON, TEXAS","BAHAMAS, THE",5301-180
1001,685,736.0,"NEW YORK, NEW YORK",NORWAY,1001-685
2903,260,11.0,"COOS BAY, OREGON",CANADA,2903-260
2101,480,18,"PORT ARTHUR, TEXAS",ITALY,2101-480
5306,480,71,"TEXAS CITY, TEXAS",ITALY,5306-480
2101,455,655.0,"PORT ARTHUR, TEXAS",INDIA,2101-455
2101,340,33,"PORT ARTHUR, TEXAS",FINLAND,2101-340
5306,922,266.0,"TEXAS CITY, TEXAS",EGYPT,5306-922
2101,315,20,"PORT ARTHUR, TEXAS",DENMARK,2101-315
2010,905,779.0,"GRAMERCY, LOUISIANA",TURKEY,2010-905
2101,905,29.0,"PORT ARTHUR, TEXAS",TURKEY,2101-905
5306,905,74.0,"TEXAS CITY, TEXAS",TURKEY,5306-905
2101,850,103.0,"PORT ARTHUR, TEXAS",SWEDEN,2101-850
1816,910,417.0,"PT CANAVERAL, FLORIDA",UNITED ARAB EMIRATES,1816-910
3101,805,502,"JUNEAU, ALASKA",RUSSIA,3101-805
1003,795,67,"NEWARK, NEW JERSEY",SINGAPORE,1003-795
4909,730,30.0,"SAN JUAN, PUERTO RICO",POLAND,4909-730
4908,905,14,"PONCE, PUERTO RICO",TURKEY,4908-905
4908,350,24.0,"PONCE, PUERTO RICO",FRANCE,4908-350
1601,685,347.0,"CHARLESTON, SOUTH CAROLINA",NORWAY,1601-685
1601,805,45.0,"CHARLESTON, SOUTH CAROLINA",RUSSIA,1601-805
2010,485,65,"GRAMERCY, LOUISIANA",COTE D'IVOIRE (IVORY COAST),2010-485
1601,428,40.0,"CHARLESTON, SOUTH CAROLINA",GERMANY,1601-428
1303,925,204.0,"BALTIMORE, MARYLAND",UNITED KINGDOM,1303-925
5301,400,73,"HOUSTON, TEXAS",GREECE,5301-400
2711,455,1038.0,"EL SEGUNDO, CALIFORNIA",INDIA,2711-455
2711,145,577.0,"EL SEGUNDO, CALIFORNIA",ANGOLA,2711-145
1901,190,135,"MOBILE, ALABAMA",BELGIUM,1901-190
412,350,140.0,"NEW HAVEN, CONNECTICUT",FRANCE,412-350
1001,220,16,"NEW YORK, NEW YORK",BRAZIL,1001-220
4908,470,251.0,"PONCE, PUERTO RICO",IRELAND,4908-470
5203,220,273.0,"PT EVERGLADE, FLORIDA",BRAZIL,5203-220
5201,220,53,"MIAMI, FLORIDA",BRAZIL,5201-220
1102,830,55,"CHESTER, PENNSYLVANIA",SPAIN,1102-830
1004,862,54,"PERTH AMBOY, NEW JERSEY",TAIWAN,1004-862
1004,515,101,"PERTH AMBOY, NEW JERSEY","KOREA, SOUTH",1004-515
1004,490,385.0,"PERTH AMBOY, NEW JERSEY",JAPAN,1004-490
1004,795,44,"PERTH AMBOY, NEW JERSEY",SINGAPORE,1004-795
1004,145,320.0,"PERTH AMBOY, NEW JERSEY",ANGOLA,1004-145
1002,190,84.0,"ALBANY, NEW YORK",BELGIUM,1002-190
1001,795,2.0,"NEW YORK, NEW YORK",SINGAPORE,1001-795
1303,280,24,"BALTIMORE, MARYLAND",CHINA,1303-280
3202,260,17,"HILO, HAWAII",CANADA,3202-260
2010,685,198,"GRAMERCY, LOUISIANA",NORWAY,2010-685
412,830,436.0,"NEW HAVEN, CONNECTICUT",SPAIN,412-830
2002,485,237,"NEW ORLEANS, LOUISIANA",COTE D'IVOIRE (IVORY COAST),2002-485
3009,145,1801.0,"SUMAS, WASHINGTON",ANGOLA,3009-145
5311,220,498,"FREEPORT, TEXAS",BRAZIL,5311-220
2004,428,209.0,"BATON ROUGE, LOUISIANA",GERMANY,2004-428
2002,340,56,"NEW ORLEANS, LOUISIANA",FINLAND,2002-340
2004,340,35,"BATON ROUGE, LOUISIANA",FINLAND,2004-340
2004,830,415.0,"BATON ROUGE, LOUISIANA",SPAIN,2004-830
1001,630,379.0,"NEW YORK, NEW YORK",NETHERLANDS,1001-630
2002,670,947,"NEW ORLEANS, LOUISIANA",NIGERIA,2002-670
3201,315,70,"HONOLU/PEARL, HAWAII",DENMARK,3201-315
2805,260,4,"MONTEREY, CALIFORNIA",CANADA,2805-260
4908,285,1193.0,"PONCE, PUERTO RICO",COLOMBIA,4908-285
401,805,67,"BOSTON, MASSACHUSETTS",RUSSIA,401-805
4501,260,285,"KANSAS CITY, MISSOURI",CANADA,4501-260
401,905,60,"BOSTON, MASSACHUSETTS",TURKEY,401-905
2301,515,63.0,"BROWNSVILLE, TEXAS","KOREA, SOUTH",2301-515
2101,487,23,"PORT ARTHUR, TEXAS",JAMAICA,2101-487
712,830,20,"CHAMPL-RS PT, NEW YORK",SPAIN,712-830
1002,630,101,"ALBANY, NEW YORK",NETHERLANDS,1002-630
1002,805,97,"ALBANY, NEW YORK",RUSSIA,1002-805
1816,428,31,"PT CANAVERAL, FLORIDA",GERMANY,1816-428
4909,480,82.0,"SAN JUAN, PUERTO RICO",ITALY,4909-480
4909,905,36.0,"SAN JUAN, PUERTO RICO",TURKEY,4909-905
4909,449,5.0,"SAN JUAN, PUERTO RICO",LATVIA,4909-449
1303,850,155.0,"BALTIMORE, MARYLAND",SWEDEN,1303-850
101,850,59.0,"PORTLAND, MAINE",SWEDEN,101-850
412,850,22,"NEW HAVEN, CONNECTICUT",SWEDEN,412-850
3801,428,3,"DETROIT, MICHIGAN",GERMANY,3801-428
2812,145,368,"RICHMOND, CALIFORNIA",ANGOLA,2812-145
2711,910,329,"EL SEGUNDO, CALIFORNIA",UNITED ARAB EMIRATES,2711-910
2101,350,200,"PORT ARTHUR, TEXAS",FRANCE,2101-350
3203,332,85.0,"KAHULUI, HAWAII",EQUATORIAL GUINEA,3203-332
3202,332,102.0,"HILO, HAWAII",EQUATORIAL GUINEA,3202-332
3204,332,71.0,"NAWILIWV-POR, HAWAII",EQUATORIAL GUINEA,3204-332
1002,400,28,"ALBANY, NEW YORK",GREECE,1002-400
1002,905,80,"ALBANY, NEW YORK",TURKEY,1002-905
1901,972,67.0,"MOBILE, ALABAMA",CURACAO,1901-972
1803,830,33.0,"JACKSONVILLE, FLORIDA",SPAIN,1803-830
1803,805,165.0,"JACKSONVILLE, FLORIDA",RUSSIA,1803-805
1803,685,71.0,"JACKSONVILLE, FLORIDA",NORWAY,1803-685
413,260,293.0,"NEW LONDON, CONNECTICUT",CANADA,413-260
2811,862,20,"OAKLAND, CALIFORNIA",TAIWAN,2811-862
2709,862,4,"LONG BEACH, CALIFORNIA",TAIWAN,2709-862
2811,428,2.0,"OAKLAND, CALIFORNIA",GERMANY,2811-428
1102,925,1026.0,"CHESTER, PENNSYLVANIA",UNITED KINGDOM,1102-925
2301,150,88.0,"BROWNSVILLE, TEXAS",ARGENTINA,2301-150
1101,595,1221.0,"PHILADELPHIA, PENNSYLVANIA",MEXICO,1101-595
1103,595,1225.0,"WILMINGTON, DELAWARE",MEXICO,1103-595
3820,260,117.0,"MACKINAC ISL, MICHIGAN",CANADA,3820-260
2017,925,499,"LAKE CHARLES, LOUISIANA",UNITED KINGDOM,2017-925
1003,595,245.0,"NEWARK, NEW JERSEY",MEXICO,1003-595
2809,910,697,"SANFRANCISCO, CALIFORNIA",UNITED ARAB EMIRATES,2809-910
1001,145,125.0,"NEW YORK, NEW YORK",ANGOLA,1001-145
3104,260,1,"ALCAN, ALASKA",CANADA,3104-260
2101,925,271,"PORT ARTHUR, TEXAS",UNITED KINGDOM,2101-925
2809,720,49,"SANFRANCISCO, CALIFORNIA",PERU,2809-720
2101,634,47,"PORT ARTHUR, TEXAS",KAZAKHSTAN,2101-634
2830,455,366.0,"CARQUINEZ ST, CALIFORNIA",INDIA,2830-455
2010,400,163.0,"GRAMERCY, LOUISIANA",GREECE,2010-400
2010,350,94,"GRAMERCY, LOUISIANA",FRANCE,2010-350
2010,809,6,"GRAMERCY, LOUISIANA",BELARUS,2010-809
1816,145,149,"PT CANAVERAL, FLORIDA",ANGOLA,1816-145
1816,220,22.0,"PT CANAVERAL, FLORIDA",BRAZIL,1816-220
1821,487,36,"PORT MANATEE, FLORIDA",JAMAICA,1821-487
101,285,636.0,"PORTLAND, MAINE",COLOMBIA,101-285
3005,887,1142.0,"BELLINGHAM, WASHINGTON",TRINIDAD AND TOBAGO,3005-887
1303,150,187.0,"BALTIMORE, MARYLAND",ARGENTINA,1303-150
2711,805,79.0,"EL SEGUNDO, CALIFORNIA",RUSSIA,2711-805
2812,455,103,"RICHMOND, CALIFORNIA",INDIA,2812-455
1903,400,324.0,"PASCAGOULA, MISSISSIPPI",GREECE,1903-400
5312,332,663.0,"CORPUS CHRIS, TEXAS",EQUATORIAL GUINEA,5312-332
2002,850,1,"NEW ORLEANS, LOUISIANA",SWEDEN,2002-850
1004,190,321.0,"PERTH AMBOY, NEW JERSEY",BELGIUM,1004-190
1801,630,321.0,"TAMPA, FLORIDA",NETHERLANDS,1801-630
4909,634,12,"SAN JUAN, PUERTO RICO",KAZAKHSTAN,4909-634
4909,720,24,"SAN JUAN, PUERTO RICO",PERU,4909-720
5301,888,256,"HOUSTON, TEXAS",OMAN,5301-888
1101,257,2035.0,"PHILADELPHIA, PENNSYLVANIA",CAMEROON,1101-257
2010,595,1674.0,"GRAMERCY, LOUISIANA",MEXICO,2010-595
4501,280,16.0,"KANSAS CITY, MISSOURI",CHINA,4501-280
2002,145,374,"NEW ORLEANS, LOUISIANA",ANGOLA,2002-145
5301,922,38,"HOUSTON, TEXAS",EGYPT,5301-922
708,747,1,"ALEX BAY, NEW YORK",QATAR,708-747
2809,905,83,"SANFRANCISCO, CALIFORNIA",TURKEY,2809-905
2904,735,253.0,"PORTLAND, OREGON",PORTUGAL,2904-735
2809,630,10,"SANFRANCISCO, CALIFORNIA",NETHERLANDS,2809-630
2809,190,109,"SANFRANCISCO, CALIFORNIA",BELGIUM,2809-190
5301,730,4,"HOUSTON, TEXAS",POLAND,5301-730
2002,730,28.0,"NEW ORLEANS, LOUISIANA",POLAND,2002-730
5301,487,23,"HOUSTON, TEXAS",JAMAICA,5301-487
2709,260,3.0,"LONG BEACH, CALIFORNIA",CANADA,2709-260
2830,905,231,"CARQUINEZ ST, CALIFORNIA",TURKEY,2830-905
5312,500,761.0,"CORPUS CHRIS, TEXAS",JORDAN,5312-500
1816,325,320.0,"PT CANAVERAL, FLORIDA",ECUADOR,1816-325
1816,320,8,"PT CANAVERAL, FLORIDA",DOMINICAN REPUBLIC,1816-320
1816,487,37,"PT CANAVERAL, FLORIDA",JAMAICA,1816-487
4909,670,16.0,"SAN JUAN, PUERTO RICO",NIGERIA,4909-670
1303,285,68.0,"BALTIMORE, MARYLAND",COLOMBIA,1303-285
2711,670,624.0,"EL SEGUNDO, CALIFORNIA",NIGERIA,2711-670
1903,595,494,"PASCAGOULA, MISSISSIPPI",MEXICO,1903-595
1703,451,449.0,"SAVANNAH, GEORGIA",LITHUANIA,1703-451
5301,862,1,"HOUSTON, TEXAS",TAIWAN,5301-862
401,830,165,"BOSTON, MASSACHUSETTS",SPAIN,401-830
2820,350,296,"MARTINEZ, CALIFORNIA",FRANCE,2820-350
4909,125,33,"SAN JUAN, PUERTO RICO",ALGERIA,4909-125
101,830,105.0,"PORTLAND, MAINE",SPAIN,101-830
101,925,57.0,"PORTLAND, MAINE",UNITED KINGDOM,101-925
5104,180,151,"CHRISTIANSTD, VIRGIN ISLANDS","BAHAMAS, THE",5104-180
1004,735,97,"PERTH AMBOY, NEW JERSEY",PORTUGAL,1004-735
5104,470,320,"CHRISTIANSTD, VIRGIN ISLANDS",IRELAND,5104-470
5104,275,106,"CHRISTIANSTD, VIRGIN ISLANDS",CHILE,5104-275
5104,220,654,"CHRISTIANSTD, VIRGIN ISLANDS",BRAZIL,5104-220
1001,180,60.0,"NEW YORK, NEW YORK","BAHAMAS, THE",1001-180
1001,595,245.0,"NEW YORK, NEW YORK",MEXICO,1001-595
4909,487,58.0,"SAN JUAN, PUERTO RICO",JAMAICA,4909-487
2002,973,41,"NEW ORLEANS, LOUISIANA",REPUBLIC OF SOUTH SUDAN,2002-973
1103,922,39.0,"WILMINGTON, DELAWARE",EGYPT,1103-922
1101,922,26,"PHILADELPHIA, PENNSYLVANIA",EGYPT,1101-922
1103,291,18.0,"WILMINGTON, DELAWARE",CONGO (KINSHASA),1103-291
2812,220,79,"RICHMOND, CALIFORNIA",BRAZIL,2812-220
1003,290,52,"NEWARK, NEW JERSEY",CONGO (BRAZZAVILLE),1003-290
131,290,224,"PORTSMOUTH, NEW HAMPSHIRE",CONGO (BRAZZAVILLE),131-290
2004,315,83,"BATON ROUGE, LOUISIANA",DENMARK,2004-315
1002,455,80,"ALBANY, NEW YORK",INDIA,1002-455
1001,470,34,"NEW YORK, NEW YORK",IRELAND,1001-470
4908,190,75.0,"PONCE, PUERTO RICO",BELGIUM,4908-190
401,285,206.0,"BOSTON, MASSACHUSETTS",COLOMBIA,401-285
2830,850,279.0,"CARQUINEZ ST, CALIFORNIA",SWEDEN,2830-850
2104,595,2780.0,"BEAUMONT, TEXAS",MEXICO,2104-595
2709,595,149,"LONG BEACH, CALIFORNIA",MEXICO,2709-595
5312,520,984.0,"CORPUS CHRIS, TEXAS",KUWAIT,5312-520
2709,325,1074.0,"LONG BEACH, CALIFORNIA",ECUADOR,2709-325
1816,465,320.0,"PT CANAVERAL, FLORIDA",IRAQ,1816-465
1703,325,83,"SAVANNAH, GEORGIA",ECUADOR,1703-325
3126,325,342,"ANCHORAGE, ALASKA",ECUADOR,3126-325
4909,149,11,"SAN JUAN, PUERTO RICO",ANTIGUA AND BARBUDA,4909-149
4117,260,2,"HURON, OHIO",CANADA,4117-260
3903,260,56,"OMAHA, NEBRASKA",CANADA,3903-260
2711,720,258,"EL SEGUNDO, CALIFORNIA",PERU,2711-720
1903,785,501.0,"PASCAGOULA, MISSISSIPPI",SAUDI ARABIA,1903-785
1601,451,122,"CHARLESTON, SOUTH CAROLINA",LITHUANIA,1601-451
1102,630,95,"CHESTER, PENNSYLVANIA",NETHERLANDS,1102-630
3201,332,15,"HONOLU/PEARL, HAWAII",EQUATORIAL GUINEA,3201-332
1004,905,323,"PERTH AMBOY, NEW JERSEY",TURKEY,1004-905
1401,350,1,"NORFOLK, VIRGINIA",FRANCE,1401-350
3701,260,1,"MILWAUKEE, WISCONSIN",CANADA,3701-260
904,125,50,"OSWEGO, NEW YORK",ALGERIA,904-125
1003,710,2,"NEWARK, NEW JERSEY",PANAMA,1003-710
2010,415,294,"GRAMERCY, LOUISIANA",GUATEMALA,2010-415
1101,280,16,"PHILADELPHIA, PENNSYLVANIA",CHINA,1101-280
1401,285,68,"NORFOLK, VIRGINIA",COLOMBIA,1401-285
1102,922,501,"CHESTER, PENNSYLVANIA",EGYPT,1102-922
1102,315,500,"CHESTER, PENNSYLVANIA",DENMARK,1102-315
2704,181,147,"LOS ANGELES, CALIFORNIA",BAHRAIN,2704-181
904,260,50,"OSWEGO, NEW YORK",CANADA,904-260
3009,805,499,"SUMAS, WASHINGTON",RUSSIA,3009-805
5301,470,58,"HOUSTON, TEXAS",IRELAND,5301-470
3201,180,165,"HONOLU/PEARL, HAWAII","BAHAMAS, THE",3201-180
5301,670,205,"HOUSTON, TEXAS",NIGERIA,5301-670
1801,710,140.0,"TAMPA, FLORIDA",PANAMA,1801-710
2101,730,300,"PORT ARTHUR, TEXAS",POLAND,2101-730
5306,730,58,"TEXAS CITY, TEXAS",POLAND,5306-730
2010,730,76,"GRAMERCY, LOUISIANA",POLAND,2010-730
5306,190,231,"TEXAS CITY, TEXAS",BELGIUM,5306-190
1816,520,152.0,"PT CANAVERAL, FLORIDA",KUWAIT,1816-520
1821,720,10,"PORT MANATEE, FLORIDA",PERU,1821-720
1821,595,40,"PORT MANATEE, FLORIDA",MEXICO,1821-595
